"W1","W2","W3","A","Y"
0.13,0.84,-0.3,1,-1.83304558470656
0.45,0.2,-0.66,1,0.0659374879914068
0.91,0.64,0.69,0,1.41163462727736
0.82,-0.01,0.45,0,0.801754269604537
-0.36,-0.84,0.1,1,-0.692692430744965
-0.09,0.31,0.1,0,0.132517256600346
-0.2,0.15,0.81,1,-0.275087904073183
-0.92,-0.3,-0.47,0,-3.73429764533368
-0.9,-0.03,0.03,0,-0.251578719401861
-0.44,-0.04,0.56,1,-1.49138288485896
-0.17,0.36,-0.02,0,-0.861088768214911
-0.42,0.01,0.54,0,-0.595482070624277
-0.3,0.42,-0.34,0,0.0739322229843955
0.71,0.88,0.06,0,1.09408696620231
-0.29,-0.88,0.67,0,-0.101734600034689
0.71,0.77,0.12,0,0.677134592840487
-0.61,-0.89,-0.79,1,-1.96386165334242
0.24,0.68,-0.29,1,-1.09227646082158
-0.42,0.02,-0.54,0,-0.249084021354129
-0.3,0.35,0.58,1,-0.641251801754092
-0.08,-0.66,-0.08,0,-1.8876100956812
-0.12,0.39,0.89,0,0.155478715882576
-0.09,-0.15,-0.36,0,-0.160526692566686
0.5,0.62,0.61,0,-1.19808322753688
-0.7,0.26,-0.26,1,0.284725355870596
0.58,0.37,-0.37,0,0.165925135260023
0.5,-0.99,-0.66,1,-0.561464768340648
0.92,-0.31,0.81,1,1.14517791659242
0.37,-0.98,-0.83,0,0.610394870988263
-0.78,0.67,0.04,0,-2.08039944099984
-0.86,0.85,0.87,1,-0.901362617860952
0.29,0.42,0.18,0,-0.578069194974882
-0.84,-0.85,0.26,0,-1.55463868048091
0.2,-0.37,-0.7,0,-0.214073935274676
0.63,-0.28,-0.07,1,-0.565109623144082
-0.92,-0.29,0.43,0,-2.89886446232819
-0.53,0.35,-0.29,1,-0.904384786099794
-0.17,-0.65,-0.08,0,0.520663237337545
-0.43,-0.58,-0.68,0,-1.25120638161271
-0.42,-0.87,-0.99,0,-2.48782392407968
0.24,-0.1,0.07,0,-0.944928703879608
-0.76,-0.26,0.43,0,-0.20343391346468
0.94,-0.45,-0.16,0,0.513083489865367
0.2,0.62,0.79,1,-1.23473364792238
0.68,0.87,0.73,1,0.451296583834219
-0.98,0.86,-0.1,0,-0.48332949092427
0.23,0.4,-0.73,1,2.13633706023648
0.72,0.46,0.52,0,-0.275749483409345
-0.49,0.67,0.19,1,-2.09925263521073
0.86,0.62,-0.36,0,1.55811001587376
0.31,0.96,0.85,1,-0.00781078010869635
0.79,-0.55,-0.92,1,1.90328274058752
-0.01,-0.04,-0.4,1,0.139556289785497
0.64,-0.86,-0.65,0,-2.14404097034683
0.13,0.95,0.89,0,0.795957776227395
0.2,-0.35,0.14,1,-2.56117992056019
0.84,-0.39,-0.46,0,-1.45769245667068
0.13,0.13,-0.74,1,0.337389599569243
0.59,-0.32,-0.45,1,-0.758128830485748
-0.09,-0.32,0.38,1,-1.61853522973161
-0.34,-0.11,0.22,1,-0.372142765682315
-0.55,0.7,0.25,1,-1.55606863056491
-0.21,-0.08,0.02,1,-2.0038404946062
0.16,0.32,0.67,1,1.12541534395698
0.12,-0.45,-0.01,1,-1.37141350336624
0.55,-0.46,-0.79,0,-0.485111573866537
-0.99,0.92,0.23,1,-3.08576558593846
-0.81,0.85,0.76,1,-1.98626147450412
-0.09,0.19,-0.61,0,-0.575063608150991
-0.2,-0.5,-0.34,1,-1.85374348710314
-0.12,0.54,0.61,1,-0.434459262894561
-0.27,-0.78,-0.94,0,-2.09076835059848
0.59,0.89,0.77,0,0.121992140533557
0.24,0.19,0.01,1,0.68333766082188
-0.99,-0.08,0.79,0,-0.802159082338408
-0.61,0.34,0.43,1,-0.477009061768515
0.39,-0.34,-0.97,1,-1.02963660157676
0.66,-0.91,0.81,0,0.918024192661124
-0.81,0.39,0.39,1,-1.05083708809838
-0.38,-0.05,-0.29,1,-1.59463626291671
-0.95,-0.55,-0.6,1,-1.55972846442135
0.8,-0.93,0.47,0,-1.28216245001572
0.29,-0.64,0.97,0,0.304825968956194
-0.39,0.12,0.4,0,-1.24496358658299
-0.87,-0.09,0.43,0,-2.42404602678007
0.77,-0.16,-0.01,1,-2.04033169637767
0.13,0.94,-0.21,1,-0.981102755552421
-0.26,-0.42,0.97,0,-1.84920226435962
-0.79,-0.63,-0.67,0,-2.98444814841946
0.48,-0.71,-0.07,1,2.43987449908196
-0.99,0.1,0.91,1,-2.28636141333606
0.22,-0.13,-0.3,0,0.562509917441285
0.13,-0.44,0.48,0,0.0992456414201712
-0.07,-0.7,-0.53,0,-1.96378911517512
-0.76,0.25,-0.68,0,-1.95023069788137
0.87,0.87,0.01,1,0.103831859745232
-0.54,-0.78,-0.02,0,-1.24559063016319
0.15,0.51,-0.13,1,-0.470115448488651
-0.34,-0.85,-0.23,1,0.131864524659936
0.33,0.93,-0.65,0,-0.192686902302723
-0.6,0.56,-0.22,0,-3.05134620996324
-0.11,0.32,-0.58,1,0.129610276262639
-0.75,-0.08,-0.31,1,-4.0917105203503
-0.32,0.57,0.73,1,0.0360318436670168
-0.67,-0.65,-0.87,0,-2.5036864814395
0.97,0.99,0.38,1,0.385968044770521
-0.29,0.3,0.8,0,-0.991506415298824
-0.17,-0.91,-0.51,1,-0.241942521111811
-0.54,0.7,-0.91,0,-2.88155819930986
0.11,-0.96,0.11,0,-0.583183208495907
0.85,0.49,-0.29,1,0.0235487532831447
0.26,-0.7,-0.19,0,-0.655513448038017
0.59,0.93,0.81,0,1.47704191100748
0.14,0.69,-0.27,0,0.473631366692422
0.45,0.32,-0.92,0,1.3369616611284
0.85,-0.84,-0.2,1,1.26841332666749
0.69,-0.39,-0.74,1,-1.22060694142531
-0.76,0.91,-0.32,0,1.25270721597723
0.52,-0.57,-0.85,0,-0.82324613826175
-0.27,0.82,0.4,1,-0.472247275558007
0.08,0.32,0.23,1,1.68481851859243
-0.74,0.98,-0.83,1,-1.03943113529137
-0.86,0.59,0.24,1,-0.533406104915396
-0.51,-0.96,0.19,0,-1.64199117251275
-0.99,-0.27,-0.68,0,-3.06040277909061
0.38,-0.63,0.73,1,0.342365050268064
0.83,-0.34,-0.03,1,-0.825541224986071
0.6,0.59,-0.11,1,0.454169212535471
-0.08,0.35,-0.54,1,-0.731282837718709
1,-0.08,0.01,0,1.14381082480018
0.44,-0.46,0.72,0,-1.23788240018636
0.38,0.63,-0.75,1,1.18648088246194
0.48,0.64,0.19,1,1.27612412147912
-0.23,-0.72,0.8,0,-1.29879494121108
0.48,0.56,0.63,0,0.589067288930464
-0.68,0.36,0.38,1,-0.829137085401793
0.95,-0.94,0.16,0,-1.17843411723808
0.31,0.11,-0.62,0,-2.98234597494101
-0.19,0.79,0.36,0,-0.21209449326559
0.65,0.1,0.55,1,1.24341199504341
-0.81,-0.04,-0.94,0,0.0303590390448474
-0.33,0.8,-0.45,1,-3.67651866383398
-0.15,-0.58,-0.1,0,-1.63217075860241
0.21,-0.4,0.8,0,0.630037992310033
-0.71,-0.55,-0.25,0,-1.21761257999836
0.19,0.27,0.84,1,1.28586855683826
-0.05,-0.67,-0.93,1,-0.93345435446795
-0.31,-0.8,0.74,0,-0.787054732425977
0.72,-0.15,0.52,1,-0.383922342398288
0.56,-0.12,0.74,1,-0.0688859909584619
0.18,-0.88,-0.87,0,-1.59892919528782
-0.85,-0.9,0.72,0,-0.395435114161669
0.81,-0.05,0.11,1,1.47391928374653
0.96,-0.49,0.01,1,1.97196769133536
-0.74,-0.24,-0.54,1,-3.25719589955849
0.04,0.06,-0.93,1,-0.625212152093717
0.16,-0.82,0.97,0,-0.809279624235713
0.33,0.65,-0.54,1,0.723127768353078
0.12,-0.33,-0.81,0,-1.08772049187507
0.09,-0.24,0.71,0,-0.219364855774768
-0.16,-0.82,-0.7,0,-0.898811971276278
-0.82,0.05,-0.6,0,-0.796787443181217
-0.62,0.75,0.49,1,-2.17567327223427
0.45,0.72,-0.49,1,1.75167841360622
-0.94,0.21,-0.76,1,-1.9919114943962
-0.09,-0.89,0.88,1,-1.60513318394905
0.91,0.86,-0.99,1,0.269789421614023
-0.69,-0.01,-0.54,1,0.00265295047550129
0.38,0.72,-0.61,1,-0.682536923583322
0.3,-0.02,0.52,0,0.0557260399699676
-0.79,-0.79,0.15,0,-0.776797384441847
-0.95,0.73,0.92,1,-2.37508790608409
0.42,0.2,-0.8,1,1.04475306238137
0.88,-0.03,0.3,0,1.66348487568464
-0.34,0.31,-0.28,0,-0.675253978947228
-0.63,-0.62,0.68,0,-1.98819651894608
-0.44,0.85,0.5,0,0.0299242198726607
-0.1,-0.94,0.09,1,-1.81639588130274
0.14,-0.49,-0.6,0,-2.24329242499569
0.94,-0.48,0.18,0,0.131287715044246
-0.17,0.11,-0.83,0,-1.9649291916684
-0.85,0.76,0.99,0,-0.0920769281602435
0.61,0.46,-0.92,1,0.470742397805067
0.91,0.95,-0.85,0,-0.136334615072354
0.18,0.06,0.5,0,1.48289757854462
0.58,0.84,0.27,1,-0.0832684695380061
-0.81,0.71,0.14,1,-0.864878306866573
0.53,-0.6,-0.83,0,-0.632421048996398
-0.41,0.72,0.91,1,-1.79356819230984
-0.97,0.02,0.87,1,-1.18520578283855
-0.22,-0.38,0.77,0,0.350888130939812
-0.19,0.68,-0.03,0,2.34677504719934
-0.89,-0.72,-0.61,0,-2.96794587124924
-0.84,-0.34,-0.28,0,-1.77742985864073
-0.84,0.54,0.36,1,-0.55291857971353
-0.52,-0.64,0.53,0,-0.839379774701208
0.43,0.39,0.49,0,0.0846563758813262
0.34,-0.05,0.96,1,-1.33887610290442
-0.57,0.38,-0.34,1,-0.861111156046977
-0.62,-0.66,-0.93,0,-1.91375390845827
-0.48,0.45,-0.28,1,-0.851760502798616
0.72,-0.9,-1,0,1.08224179372707
-0.71,0.21,-0.6,0,-1.74693983950467
0.04,-0.62,-0.09,1,-1.66850319488995
0.25,0.34,-0.28,0,0.332433073531127
-0.89,0.86,-0.98,1,-2.58146702659476
-0.16,-0.2,0.9,1,-1.72540291650713
0.61,0.58,0.58,1,1.03281448875469
0.92,-0.42,-0.3,1,-2.80842762817326
-0.45,0.24,-0.13,1,-0.649631524332684
0.66,-0.96,0.33,0,-0.374451828250923
-0.7,-0.13,-0.8,0,-0.89970948423956
0.18,-0.09,0.47,0,-0.485006596184361
0.76,-0.36,-0.29,0,-1.01213846241125
-0.47,-0.05,0.27,0,-0.541433885687417
0.25,-0.09,0.7,0,-0.0655538234798758
0.35,0.8,-0.4,1,-0.535527700899878
0.38,0.2,-0.37,0,1.02557043692358
-0.77,0.21,-0.45,1,-1.25863729908313
0.25,0.93,0.3,0,-0.944201283419081
-0.19,0.04,0.62,0,-1.76401259675319
-0.51,0.1,0.79,1,-1.41414753549791
-0.99,-0.97,0.76,1,-3.44226926540234
0.01,-0.07,0.09,1,-0.968000405971199
-0.91,-0.07,-0.64,1,-0.706818561081935
-0.14,0.32,0.97,1,0.546316986757753
0.17,-0.21,-0.38,1,-0.655346036831248
-0.48,0.74,0.28,1,-2.86662305360828
-0.7,0.38,0.46,1,-0.759097676773106
-0.91,0.9,-0.47,0,-0.534905037404101
-0.67,-0.12,0.83,1,-2.35550645118375
0.37,0.36,0.9,1,2.06077584424383
-0.43,0.6,-0.07,0,0.0430473785994038
-0.5,-0.55,0.29,0,-1.82072989558496
0.24,-0.68,0.05,0,-1.35695864196131
0.81,0.34,-0.88,0,2.5738173876011
-0.09,0.97,-0.1,1,-0.559930650945535
0.68,-0.03,-0.39,1,0.207238019628473
0.95,0.56,0.95,0,0.960453975372639
-0.23,-0.51,0.75,0,-1.32820688054038
0.56,0.45,0.24,0,-0.569975943696645
0.25,-0.83,-0.53,0,-1.9597351813807
0.88,-0.94,0.84,0,1.07596233905445
0.65,0.6,0.92,0,-0.260062833322873
-0.91,-0.88,0.45,0,-1.04751458651037
-0.22,0.56,0.21,1,0.551470937021941
-0.16,-0.53,0.91,0,0.505778960117877
1,0,-0.42,1,0.735246802426467
-0.71,0.84,-0.01,1,-2.53164977646215
0.43,-0.53,0.3,1,-0.921512184475792
-0.87,0.92,0.49,1,-1.69831581405282
-0.07,-0.21,0.82,0,-0.661615685678704
-0.75,-0.26,-0.93,0,-1.50270645748584
0.04,-0.68,-0.58,0,-1.57800975475403
-0.74,-0.92,0.67,0,-0.869964879878335
-0.03,-0.43,0.5,0,0.119169570852022
0.07,-0.49,0.04,1,0.385095581759445
0.81,-0.09,0.45,0,2.64975551737932
0.32,-0.33,0.19,0,-0.0901094011207075
0.79,0.06,0.1,0,-0.225546318478704
-0.54,0.98,0.09,0,-0.600320865004595
0.11,-0.05,-0.36,1,-2.40493688347597
0.3,-0.97,0.37,0,-0.444076846030963
-0.13,0.44,-0.51,0,-0.988673133260061
0.31,0.46,0.69,1,1.05670163568598
0.44,-0.98,-0.04,0,-0.830810185638072
-0.33,-0.71,0.11,0,-2.53298453629771
-0.45,0.97,-0.43,1,-0.969797993241166
-0.98,0.27,0.85,1,-1.94112982986191
0.05,0.93,0.17,0,0.963006193942259
0.08,0.38,0.04,1,-1.32281260633524
-0.15,0.34,0.28,1,0.231450981330024
-0.45,-0.24,-0.88,1,-2.09904495058549
-0.84,-0.84,0.98,0,-2.98561751308999
0.78,-0.08,-0.51,0,1.48605531466027
-0.43,0.57,-0.34,1,-2.2731184824681
-0.85,0.23,-0.11,1,-1.20721558990684
-0.73,-0.98,-0.25,0,-1.63166789403367
0.85,-0.45,0.19,0,-0.155143856258392
0.65,0.85,-0.12,1,-0.980968526384773
0.14,-0.74,-0.07,0,-0.341662071783285
-0.76,0.65,-0.1,1,-2.67824045259183
0.3,0.72,-0.59,1,-0.342786877204504
-0.1,-0.82,0.34,0,-1.41272286277471
0.86,-0.18,0.03,1,-1.15307738141952
-0.67,0.53,0.98,1,-1.22801567303898
0.91,-0.93,0.16,1,1.52321860917566
0.08,-0.07,0.14,1,-0.556457492238007
-0.29,0.22,-0.4,1,-0.0216468395330257
-0.36,0.14,-0.21,1,-2.21028082880039
0.63,-0.37,0.41,0,1.5194436318915
0.98,-0.17,-0.03,1,-0.0402463576815861
0,-0.47,-0.09,1,-1.81337900565564
-0.26,0.22,0.84,0,-0.599690239712519
0.82,0.5,0.7,1,1.45125556272743
0.55,0.71,-0.21,1,-1.86993454443449
-0.2,0.61,0.88,1,-0.151115357472887
0.3,-0.56,-0.81,0,-0.476167271903583
-0.7,-0.03,-0.52,1,-0.705614268280639
0.5,-1,-0.2,0,0.426039270447351
0.79,0.34,0.52,1,1.31738732643978
0.69,0.9,-0.77,1,-0.32406799410643
-0.28,0.1,0.87,0,-1.46451617256245
-0.37,-0.96,-0.24,0,-1.78370292825461
-0.66,-0.43,-0.17,1,-1.23742448026815
-0.74,0.35,0.44,1,1.2982240059904
-0.3,-0.33,0.23,0,0.0324093958642993
0.49,0.03,-0.91,1,-1.66555635504496
-0.4,0.5,0.87,1,0.232878106163116
-0.65,0.28,-0.4,1,0.563556012732093
0.89,-0.02,-0.47,0,0.8564201441298
0.83,0.76,-0.01,0,-0.147930363118786
-0.36,-0.91,0.25,1,0.180337313463707
-0.73,0.01,0.15,0,-0.450518541896334
0.76,0.36,0.57,0,1.27365658435809
-0.99,0.35,0.82,0,-1.45040720270424
-0.2,0.11,-0.62,0,0.0148917777935812
-0.71,-0.66,0.77,1,-0.708080190052172
0.99,-0.45,-0.48,0,0.0532297383439641
-0.4,0.18,-0.46,0,0.539098096518278
-0.18,-0.55,-0.11,0,-0.23077662335377
0.94,-0.06,-0.14,1,-2.40416704608339
-0.69,-0.23,0.79,1,-2.83165715039196
0.59,0.51,-0.9,0,-1.41240629563197
0.67,-0.96,0.71,0,0.491791645710936
0.88,0.56,-0.82,0,-0.0285995107757795
-0.17,0.95,0.98,1,0.60628780794525
-0.81,-0.28,-0.69,1,-2.576458910361
-0.89,0.03,-0.29,0,-1.43995968133297
0.74,-0.8,0.18,0,-0.191107831795612
0.02,-0.06,0.5,1,-1.07939169533814
-0.46,-0.76,-0.57,0,-1.31149349846273
-0.14,0.49,-0.24,1,-1.58246373517099
0.61,-0.6,0.65,1,1.57057932277883
-0.46,-0.46,0.93,1,-1.7838035205385
-0.95,0.19,0.27,0,-2.01796758558499
-0.28,0.82,-0.55,0,-0.86111347678341
0.67,-0.55,0.83,0,2.01866882681447
0.8,-0.46,0.78,0,-1.45399914534674
-0.24,0.08,0.73,0,-0.829860909964869
0.52,-0.67,0.44,1,1.05989590916225
-0.15,0.76,0.08,1,-1.85668550963342
0.08,-0.06,-0.5,1,-1.33939368459651
0.81,-0.37,-0.24,0,0.435348337976121
-0.21,-0.08,-0.67,0,-0.728485911457358
0.28,0.49,-0.87,0,-0.909754508319701
0.27,0.6,0.49,0,0.784432913870525
0.08,-0.16,0.4,0,-0.20051634524
0.41,0.61,0.27,0,0.982341749488027
0.59,-0.28,-0.1,1,-2.0945509122121
-0.68,-0.7,0.19,0,-2.24091643822233
-0.63,-0.36,0.26,0,-1.42470250867279
-0.45,0.14,0.47,1,0.765564440857999
-0.82,0.04,-0.17,1,-2.04134147481459
-0.84,0.27,0.02,0,-2.23188699095086
0.72,-0.37,0.87,0,1.0677454904474
-0.91,-0.6,0.84,0,-0.992643335801467
0.85,0.71,0.51,1,-0.911254228042606
-0.47,0.51,-0.25,1,0.958886720691014
0.38,-0.02,0.49,0,1.51567444889729
0.92,-0.97,-0.13,0,-1.49294908467684
-0.01,0.48,-0.61,0,1.70037646372281
0.38,-0.22,0.42,1,-2.62540399127805
0.84,0.89,-0.22,1,0.603618495345805
-0.93,0.53,0.13,1,-2.91966044208282
0.12,0.39,-0.54,1,-0.0265850984550912
-0.81,0.95,-0.9,1,-2.16779909313699
0.3,-0.88,0.56,0,-0.149114918771437
-0.88,-0.29,0.73,0,-2.43033961794016
0.09,-0.8,-0.23,1,-2.63999320602552
0.09,-0.15,0.39,0,-0.463811099119729
0.55,-0.29,0.49,0,-0.694699804956649
-0.54,0.69,0.99,1,-1.38699506788287
-0.76,0.62,-0.95,0,-2.08350980850882
0.96,0.61,0.85,0,1.81226476570434
-0.36,-0.25,0.14,0,-0.913812567424345
0.44,-0.23,-0.56,0,0.260388012483793
-0.16,-0.23,-0.73,0,-1.98894010481345
-0.65,-0.91,0.7,1,-1.39550566316476
-0.89,0.34,0.11,0,-0.842978912503816
0.9,0.87,-0.95,1,0.181652843595052
0.56,0.04,0.52,0,1.8900374665165
0.35,0.92,-0.5,1,-2.10966238731069
0.17,0.01,-0.43,0,0.30212551149949
0.96,-0.12,0.17,0,0.465418657943055
-0.52,-0.17,0,0,-0.159286195939208
-0.07,-0.8,-0.02,0,-1.07480849238628
0.27,0.73,-0.79,1,-3.69886894470162
0.44,0.94,0.37,0,0.941305849423153
0.14,-0.06,-0.52,0,-0.764379262260984
0.18,-0.12,-0.05,1,-1.97890243552694
-0.52,0.26,-0.94,0,-1.82846889618454
-0.71,0.37,-0.67,0,-1.17033645179869
0.05,0.38,-0.12,1,2.86561055070366
0.43,0.66,0.87,0,0.70917357373771
-0.55,0.25,-0.26,1,-1.2576963683777
-0.07,-0.72,0.06,1,1.93889771823325
0.41,0.23,0.68,0,-0.209519782195614
0.66,-0.2,0.77,0,-0.538726095585463
-0.84,-0.71,0.35,0,-2.837231318762
0.77,-0.55,0.05,0,-0.663809163087791
0.13,0.98,-0.02,1,1.98883403040266
-0.63,-0.31,0.7,0,-0.168438565135925
0.6,0.39,0.4,1,2.08895076117577
0.9,0.42,0.71,0,0.969625304045126
0.16,-0.78,-0.56,1,0.447408047467689
1,0.95,-0.17,1,1.70425972639518
-0.56,0.9,0.14,1,-1.21993577571543
0.58,0.48,-0.3,1,0.800386468438621
-0.72,-0.19,-0.89,1,-1.9179498495844
-0.47,-0.69,-0.79,1,-1.02307621659104
-0.9,0.86,-0.91,1,-2.20850949720483
-0.44,-0.88,-0.16,1,-1.86092525342597
0.35,0.66,0.65,0,1.95897010470279
0.28,0.68,0.88,1,1.01193157569995
0.15,-0.22,0.06,1,-3.16154548245761
-0.02,-0.25,-0.67,0,-1.06231967858946
0.05,0.05,0.84,0,0.376856056710878
-0.67,-0.18,-0.05,1,-2.03209081494844
0.51,-0.57,-0.14,0,0.443848728950074
0.54,0.81,-0.3,1,-0.750434502822266
-0.83,-0.95,-0.83,0,-3.25933341962352
-0.66,0.36,-0.93,1,-0.517020017459496
0.41,-0.62,-0.63,0,-2.12814522359563
0.31,0.84,-0.83,1,-0.0729572020084008
-0.81,0.05,0.88,1,-0.414031230869901
0.43,0.39,0.98,0,-1.48688286461734
-0.22,-0.28,-0.93,0,-0.200078550443761
-0.16,0.66,-0.13,0,-0.593492105495794
-0.96,0.54,-0.6,0,-2.04381677538795
0.83,0.63,-0.68,1,0.572818817384255
-0.89,-0.25,0.8,1,-1.43938289310139
-0.46,-0.99,0.73,1,0.161920653780543
-0.53,-0.75,-0.12,0,-2.6415460361895
-0.62,0.18,0.03,1,-0.863867913907967
0.24,-0.61,-0.93,0,-0.697618518175531
0.68,-0.77,0.92,0,0.137019075553886
0.18,-0.98,-0.24,0,-1.32703601529651
-0.58,-0.6,0.3,1,-3.33432713414903
0.65,0.62,0.35,1,-0.0729294734365392
-0.24,-0.53,0.43,0,-2.05780363234485
0.34,0.39,0.71,0,0.281125272564001
-0.63,-0.28,0.14,1,-3.36300426256923
0.35,0.19,-0.68,0,-0.376611080246289
0.71,0.92,0.49,1,-0.0512762452309108
-0.66,0.1,0.94,0,-1.23634696918317
-0.77,0.94,0.55,1,-1.7658953136434
-0.74,0.31,-0.01,0,0.24036671199718
0.94,-0.39,-0.89,0,0.694436306841976
-0.45,-0.48,0.43,1,-1.64362242181527
0.27,0.96,0.66,1,-0.891916787407522
-0.92,-0.82,-0.45,1,-0.472634856602352
0.09,0.51,0.26,0,-1.51340718682383
-0.07,0.04,0.8,1,-1.27877904122174
-0.79,-0.58,0.22,0,-2.29020483581316
-0.18,-0.38,0.82,1,-2.37086061540444
0.1,0.74,-0.78,1,-2.11568428961934
-0.39,0.35,-0.42,0,0.446203946044432
-0.74,0.94,0.61,1,-1.43131215367199
0.15,0.51,-0.53,1,-0.95766147318638
-0.6,0.6,0.67,0,0.0727221964776633
-0.85,-0.76,-0.55,0,-1.69736637408312
-0.13,-0.67,0.6,0,-2.00509672533363
-0.94,-0.88,0.88,0,-2.17696512045096
0.76,-0.08,-0.54,0,0.591732634411715
0.43,0.8,0.41,1,1.66725894838873
-0.74,-0.21,0.52,1,-0.945639931528119
-0.67,-0.77,0.17,0,-0.666212477763892
0.52,-0.62,-0.53,1,0.482477443244213
-0.62,-0.75,0.68,0,-3.01679596201099
-0.29,-0.59,0.31,0,-1.72285357368198
-0.34,0,-0.41,1,-1.34841386534696
0.13,0.81,-0.73,1,-0.558569817334537
-0.56,-0.83,-0.21,0,-1.47860657624385
-0.62,0.04,-0.42,1,-1.22899805991057
0.78,0.29,0.65,1,3.81694626770359
-0.41,-0.72,-0.78,0,-1.11634910058649
0.7,-0.55,-0.88,0,-0.619550724654658
0.61,-0.13,0.41,1,-0.684486365384987
0.04,0.82,0.48,0,0.189324935531938
0.98,-0.61,0.32,0,-0.542331408941419
-0.17,-0.88,-0.87,0,-0.00280992257452684
0.53,0.42,0.69,1,0.906217644011484
-0.46,0.53,-0.61,0,-1.40655242347752
-0.07,0.39,-0.56,1,-0.813588933508288
0.68,-0.31,0.27,0,1.04189307240067
-0.05,0.94,-0.46,0,-1.49526732302221
0.19,0.96,-0.15,1,-0.497429726104085
0.7,-0.66,-0.75,1,1.15184419884169
0.17,-0.34,0.45,1,-1.23265022714553
-0.86,-0.49,-0.23,1,-1.91600010219628
-0.87,-0.7,-0.72,0,-3.25219339420622
-0.16,-0.72,-0.07,0,-1.47107544916739
0.62,-0.44,-0.3,0,-1.89410969758613
-0.37,0.32,-0.3,0,-1.64213736521446
-0.45,0.04,-0.11,0,0.18525059530873
0.03,0.32,-0.97,0,-0.348168464090784
0.27,-0.17,0.23,1,-0.902019493919345
0.48,0.06,0.06,1,-0.29750157783653
0.04,-0.5,-0.58,0,-1.44081960615963
0.92,-0.74,0.45,0,-0.83137031942077
0.81,-0.08,0.98,1,0.540771575719433
0.87,0.92,-0.22,1,1.48237993204554
0.82,0.12,-0.69,1,1.56674192131019
-0.72,-0.14,0.89,0,-1.6406157482132
0.81,-0.99,-0.65,1,0.640577833103636
0.31,0.6,-0.01,0,0.49490849886898
-0.07,-0.89,-0.09,0,-0.198789057749639
-0.3,-0.85,0.17,0,-1.61462758633659
-0.09,-0.9,-0.74,1,-1.89858012096025
-0.69,0.78,-0.95,1,-2.49685631608751
0.08,0.59,-0.4,0,0.0577776950526091
-0.16,0.53,0.86,0,1.42209373112435
0.37,-0.21,0.25,1,-1.01324568843387
0.48,0.08,0.93,1,1.44779308856952
-0.02,-0.17,0.45,1,-1.43956987832004
-0.53,0.27,0.38,1,2.1025124420763
-0.82,0.86,0.43,1,-0.60354518339343
0.96,0.78,-0.59,1,-0.061591698123932
-0.63,-0.74,-0.58,0,-1.80140408994739
0.21,-0.04,-0.63,0,-0.520685404271752
-0.72,0.97,0.31,0,-0.528745915615415
0.31,0.24,-0.22,0,-0.701095410492474
-0.5,-0.2,-0.13,1,-2.25935612905066
0.72,-0.75,-0.77,1,0.278228593411057
0.8,-0.86,-0.62,0,-1.41220213295198
0.85,-0.68,0.26,0,0.892440557754521
-0.07,-0.63,-0.83,1,0.216612747356119
0.54,-0.78,0.81,0,-0.675030677344538
0.5,-0.23,0.31,0,1.25078584148814
-0.54,0.29,0.04,0,-1.07554391575697
-0.07,0.42,-0.83,0,-0.892665218588817
0.8,0.67,-0.19,1,-0.851978392983116
0.66,-0.18,0.99,1,-0.232177698500183
0.38,-0.41,0.62,0,-0.275985964857522
-0.93,-0.63,-0.6,1,-1.5935129814575
0.49,-0.34,-0.8,1,-0.574159565670039
-0.36,-0.72,0.66,0,-0.115399611753993
0.32,-0.79,0.5,1,1.0309937275892
-0.07,0.5,0.79,1,0.874561626752092
-0.32,0.42,-0.14,0,0.413400574027088
0.29,-0.1,0.71,1,-3.42026730767305
0.5,0.11,0.8,0,-0.0677737429877491
-0.18,0.23,0.75,1,1.13204723940704
-0.01,0.47,-0.84,0,-1.64663547230504
-0.16,-0.13,0.8,1,-2.2546189860255
-0.73,-0.35,-0.19,1,-2.36228052246274
0.74,-0.86,0.65,1,0.704089954135629
-0.1,0.26,0.05,1,-1.23846108925024
0.47,0.68,0.08,1,0.570027791510353
-0.82,-0.63,0.49,0,-2.32883964150677
-0.26,0.09,0.42,0,-0.202652145074032
0.34,0.22,0.64,0,0.554430114457017
-0.05,0.87,0.36,1,0.760300015620935
0.22,0.99,0.36,1,0.566773715931509
0.51,0.92,-0.49,1,0.761856678735067
0.21,0.03,-0.57,0,0.694591092248112
-0.89,0.12,0.31,1,-1.4038340221189
0.25,-0.78,0.52,0,-2.13956135368929
0.6,-0.19,-0.81,0,-0.0950699635089001
-0.08,0.03,0.45,0,0.895914308308825
0.83,-0.99,-0.34,0,-1.67327766063955
0.11,-0.05,0.87,1,0.604114620620199
-0.45,-0.01,-0.78,0,-1.24913084295783
0.65,0.13,0.52,1,1.52445005170168
0.04,-0.12,-0.6,0,-1.04922179750587
0,0.13,0.15,1,1.37582190701174
-0.88,0.85,-0.5,0,0.319156479141635
0.88,-0.35,0.12,1,1.44283179701124
-0.1,-0.46,0.97,0,-1.50640073306728
-0.9,-0.11,-0.86,1,-2.0411381454059
0.21,0.73,-0.75,1,-1.41330435577262
0.45,0.82,0.88,0,-0.359409413915195
-0.55,-0.53,-0.18,0,-0.979104898896783
0.65,0.44,-0.68,1,0.84117383893643
-0.08,-0.31,-0.3,0,-0.0332753949099627
0.11,-0.23,0.53,0,1.44639787563701
-0.65,0.22,0.02,1,0.660004135665013
